N,P,K,temperature,humidity,ph,rainfall,air quality,light intensity,date,yield,ideal_planting_time,next_season_crop
74.59152943,35.10418515,40.45257007,27.83449033,79.86061335,7.006086641,254.6603863,32.27305515,461.7134354,2021-02-16 22:38:09+00:00,39.93,Early June,Corn
79.36734381,43.19190945,43.25395214,19.13705793,81.61376851,7.572662002,266.2565685,36.09114844,484.6946691,2021-02-10 14:15:03+00:00,32.67,Early June,Soybean
78.47609102,42.55741484,43.18124594,21.34236982,83.37143576,7.779671796,258.3572809,35.2904721,470.5530543,2021-02-26 14:15:03+00:00,39.93,Early June,Soybean
78.34781771,41.38551601,39.39586205,21.14683727,81.06375435,7.664311866,260.1259612,35.23515626,465.2954165,2021-02-15 14:15:03+00:00,39.93,Early June,Corn
76.35339198,42.68709044,43.84689942,20.96682302,82.47641385,7.846534577,267.0661486,35.20695202,484.591203,2021-02-07 14:15:03+00:00,39.93,Early June,Corn
79.48478136,39.82313034,41.51192151,21.12766645,79.43959406,7.322872683,255.69606,36.49966623,483.9836053,2021-02-23 14:15:03+00:00,39.93,Early June,Corn
68.36167287,37.77622316,39.09877381,21.70417133,82.2396056,6.910659373,254.357457,34.91487536,461.15711,2021-02-14 02:51:12+00:00,32.67,Early June,Corn
70.50956176,36.35832959,39.53799664,21.49548706,84.26147525,7.026567184,238.3239485,34.32211582,464.3501911,2021-02-23 02:51:12+00:00,39.93,Early June,Corn
69.29875149,38.67992888,43.16892547,21.87131899,84.74678364,7.060048961,261.3514237,35.20602637,477.1418851,2021-02-12 02:51:12+00:00,32.67,Early June,Soybean
67.04489007,35.68161198,41.84090852,22.3445269,84.77243671,7.142160457,243.6079008,33.82885802,455.9939831,2021-02-07 02:51:12+00:00,32.67,Early June,Soybean
66.80311727,36.56640135,38.48222553,23.42067034,83.3196359,7.168936964,253.0664124,35.90563567,461.1892352,2021-02-11 02:51:12+00:00,32.67,Early June,Soybean
66.78261461,52.79537751,42.5533167,22.62681421,82.62145844,5.73648466,274.6089414,36.48464341,483.7681858,2021-02-18 18:55:49+00:00,32.67,Early June,Soybean
67.66568337,54.73520019,38.45939021,22.49040784,81.45555403,5.527422953,266.3861237,36.812946,467.8578837,2021-03-12 18:55:49+00:00,32.67,Early June,Soybean
71.28086834,56.57821004,38.08290535,23.38098416,83.01595179,5.727012276,269.2709537,34.38959692,480.5501644,2021-02-17 18:55:49+00:00,39.93,Early June,Corn
67.39611673,55.03476689,38.82790039,24.32241141,82.7346632,5.75412214,269.8740722,36.22630977,484.1160303,2021-03-07 18:55:49+00:00,32.67,Early June,Corn
69.67861972,55.86452178,38.08033289,22.60789885,82.43236514,5.581672792,268.3091014,35.92165335,501.2013389,2021-03-01 18:55:49+00:00,32.67,Early June,Soybean
93.07290289,55.71071015,39.76778104,21.43989236,81.75157155,5.728442587,243.9417226,36.12399926,474.7089118,2021-02-21 01:54:32+00:00,39.93,Early June,Corn
90.76732477,51.13888801,43.58946723,19.24272169,84.1290474,5.751039872,240.190131,36.37762532,473.3919509,2021-02-27 01:54:32+00:00,32.67,Early June,Corn
90.28299887,53.66357968,36.84936697,19.37291885,82.45310205,5.852192525,252.7602077,35.15932841,484.3752231,2021-03-02 01:54:32+00:00,32.67,Early June,Soybean
93.48072391,54.2472715,37.31721543,19.91013905,83.41998361,5.766133706,242.500993,37.91661719,478.1480212,2021-03-11 01:54:32+00:00,32.67,Early June,Corn
89.80093111,52.54275645,39.83444608,20.63991846,83.62393337,5.506289618,249.9755601,35.98758879,474.0401551,2021-03-16 01:54:32+00:00,39.93,Early June,Soybean
87.95424747,54.1545098,37.18479368,25.27541864,81.19040459,6.778791746,238.8881901,38.75345308,464.3028168,2021-03-12 14:52:48+00:00,39.93,Early June,Soybean
87.74197554,57.15698329,37.02161207,24.49095053,84.66738455,6.773160188,223.7927037,39.16738414,467.7354198,2021-03-06 14:52:48+00:00,39.93,Early June,Soybean
87.7179243,54.0038931,32.95731376,25.03450412,81.30932964,6.844235789,229.0998457,39.20981048,467.9353179,2021-03-17 14:52:48+00:00,39.93,Early June,Corn
87.51762372,54.66072827,38.32317713,24.80613939,82.71887243,6.601714616,225.672241,37.69804795,484.2591499,2021-03-24 14:52:48+00:00,39.93,Early June,Soybean
91.07405946,55.71557305,38.21961024,25.82222995,82.76120843,6.873263361,233.6942753,37.38863642,469.8089598,2021-03-13 14:52:48+00:00,39.93,Early June,Corn
69.62492803,59.49772667,36.30880961,23.61910288,84.70867291,6.228442484,226.8367601,38.7813983,473.7755377,2021-04-02 04:57:30+00:00,32.67,Early June,Corn
69.71472432,57.33219939,35.93290036,23.42197525,82.01584547,6.328260215,220.7890607,38.47561952,457.4625863,2021-03-25 04:57:30+00:00,32.67,Early June,Soybean
68.32123413,61.67504163,37.85236721,24.40639241,82.0027829,6.262933297,231.6292945,37.25178603,473.5098373,2021-03-27 04:57:30+00:00,32.67,Early June,Corn
70.13793229,58.27658244,38.10765623,24.5124407,82.9061941,6.288679281,226.5551736,37.79274843,451.4581722,2021-03-12 04:57:30+00:00,39.93,Early June,Soybean
68.01864774,57.23851431,38.08304164,23.34824457,83.1596634,6.331686746,227.7093029,39.62431992,471.9341367,2021-03-10 04:57:30+00:00,32.67,Early June,Soybean
90.8524525,51.91932861,42.35081925,26.29054402,82.49643189,5.482387694,263.490961,37.11988853,474.210358,2021-04-06 21:01:42+00:00,39.93,Early June,Corn
94.07296503,50.56390181,38.63981316,26.83402925,81.44368826,5.367278509,261.0456851,36.08635585,461.8610325,2021-03-18 21:01:42+00:00,39.93,Early June,Corn
89.4685735,52.83173199,40.20369282,25.94062667,81.38561332,5.25678778,259.3805398,35.88216266,449.8569917,2021-03-20 21:01:42+00:00,39.93,Early June,Soybean
90.67618334,52.27483553,42.94502558,27.83046378,80.94811602,5.329693522,272.5629018,37.30561063,488.7796269,2021-03-16 21:01:42+00:00,39.93,Early June,Corn
88.65578851,50.42801379,40.45274758,26.5074256,79.86656399,5.383287768,265.6958617,36.56183313,470.7412698,2021-03-18 21:01:42+00:00,39.93,Early June,Corn
89.77499841,43.88707125,44.12623093,24.19193129,81.47782289,7.619980791,239.8840454,37.705928,488.2325434,2021-03-29 21:04:08+00:00,39.93,Early June,Corn
90.2621901,46.80435063,39.69001263,24.93143593,82.20130274,7.724233402,245.1288621,37.84343854,495.308098,2021-03-30 21:04:08+00:00,39.93,Early June,Soybean
89.45348597,47.00753771,43.77093771,24.07400849,79.350867,7.453346488,248.1764415,39.16182173,501.7602526,2021-04-12 21:04:08+00:00,39.93,Early June,Corn
87.57891751,47.41843163,42.73909395,23.45931124,81.49309298,7.505065374,247.4431172,36.72931701,490.9782524,2021-04-11 21:04:08+00:00,39.93,Early June,Soybean
87.30196296,44.51737164,44.15682073,26.52760105,80.25909328,7.534939442,251.1575555,37.09674035,478.6822281,2021-04-06 21:04:08+00:00,39.93,Early June,Soybean
77.63464722,60.34155661,44.95667136,26.71725247,81.00217247,5.094747692,294.0957014,36.50150486,478.2156738,2021-04-08 12:03:35+00:00,39.93,Early June,Corn
79.60495859,55.88623624,42.19063783,26.07713836,79.8244359,4.987284796,283.3888866,36.58206471,481.5905123,2021-03-28 12:03:35+00:00,39.93,Late May,Barley
77.58631061,61.47154571,41.01270584,26.95025463,80.41484964,5.267233412,281.9906824,36.7402552,470.6307776,2021-03-30 12:03:35+00:00,39.93,Early June,Corn
76.74713666,54.51653484,44.00260425,25.11002985,81.21027973,5.067907417,287.6680614,34.3535957,476.4763546,2021-04-01 12:03:35+00:00,39.93,Early June,Soybean
81.39218561,59.71090676,43.49667071,28.11161749,79.7749506,5.149320856,282.2718269,35.47638152,488.2085057,2021-04-15 12:03:35+00:00,39.93,Early June,Soybean
93.64263714,57.56997853,34.63433825,23.88054647,81.55782135,7.190229653,186.7236816,38.46146491,493.8241107,2021-04-16 11:19:03+00:00,32.67,Early June,Soybean
94.31468291,56.14214357,31.55588796,21.82279579,82.99273451,6.874015428,181.3063343,37.81672707,504.79621,2021-04-15 11:19:03+00:00,32.67,Early June,Corn
97.16883693,54.28028618,34.85982018,23.51137122,80.7045546,6.981148384,192.3523981,35.85863027,489.7356077,2021-04-19 11:19:03+00:00,32.67,Early June,Corn
90.49095613,56.78711697,34.69882831,23.6391831,80.36705216,6.9369695,186.6168877,37.88730297,489.5026681,2021-04-17 11:19:03+00:00,32.67,Early June,Soybean
97.24381228,56.67873889,32.57982772,23.06377177,83.19143036,7.007355673,182.2617543,35.09444052,509.8623121,2021-04-11 11:19:03+00:00,32.67,Early June,Corn
93.90237855,51.69326693,36.3588799,25.78439293,80.78220823,6.982505807,209.4365853,35.84941384,493.049459,2021-04-22 23:57:56+00:00,39.93,Early June,Corn
91.00025793,51.5240969,36.5007366,25.13880156,81.45129694,7.12538688,218.8194741,35.7009043,513.1504146,2021-04-22 23:57:56+00:00,39.93,Early June,Soybean
93.62702461,53.67119689,35.32282683,25.5344013,82.2034526,6.870506555,213.5703799,35.43567425,502.1240319,2021-04-19 23:57:56+00:00,39.93,Early June,Corn
90.39543733,48.3506556,40.99032288,26.73266258,81.20688262,6.828507389,210.7006743,36.65969073,510.3286914,2021-05-07 23:57:56+00:00,39.93,Early June,Corn
95.5659768,50.03237897,39.97779982,26.05335948,79.85638312,7.178815511,218.8260851,35.24144005,528.9447911,2021-04-16 23:57:56+00:00,39.93,Early June,Corn
59.43676692,50.00864471,37.99135773,23.5775958,78.7461295,6.978124363,227.095168,35.33629634,496.6457825,2021-05-04 14:28:20+00:00,32.67,Early June,Corn
63.49876556,50.48228187,38.72547647,24.62122731,79.85012391,7.226084105,232.4083983,35.85766267,498.9970684,2021-04-22 14:28:20+00:00,32.67,Early June,Soybean
60.34343948,49.90550054,40.21249714,23.40357329,79.33848736,7.030048004,217.8214111,36.00752277,506.5592588,2021-05-13 14:28:20+00:00,32.67,Early June,Corn
60.06766938,48.27238717,37.97100435,23.23881881,79.84239726,6.907822283,221.8218255,35.45645379,515.0842466,2021-04-23 14:28:20+00:00,32.67,Early June,Corn
59.40995716,48.05383725,38.53068238,25.19637078,79.75410032,6.974101722,237.6917454,35.82402955,523.444356,2021-04-25 14:28:20+00:00,32.67,Early June,Corn
82.14008646,35.93654065,40.44469256,21.44178456,82.27649546,6.181322961,270.6986703,33.06735133,506.6283381,2021-05-03 04:52:17+00:00,39.93,Early June,Soybean
83.38049181,38.49524968,40.28645177,22.08617217,83.03987614,6.181185454,275.233062,34.51187592,493.8307784,2021-05-13 04:52:17+00:00,39.93,Mid October,Corn
85.17049056,35.19760664,38.54100131,22.17428196,84.44906431,6.162227512,268.2452232,35.97561434,499.2227756,2021-05-12 04:52:17+00:00,39.93,Early June,Soybean
85.92706529,40.10075136,44.71720202,22.66212908,84.48488446,6.246651455,275.0361109,36.06060332,499.2801513,2021-04-28 04:52:17+00:00,39.93,Early June,Soybean
83.55407414,39.62605782,43.8641798,21.53838191,83.59808728,6.303888319,271.5393747,34.65487156,495.5561974,2021-05-12 04:52:17+00:00,39.93,Early June,Soybean
96.5441819,31.39737176,38.76456121,22.89297526,81.07214323,6.905413113,204.2798223,31.49046464,474.0506302,2021-05-22 22:22:10+00:00,39.93,Early June,Soybean
90.8233349,36.93126824,40.26897613,24.23643471,80.36574909,7.056620286,205.7571108,34.2646369,471.5117257,2021-05-03 22:22:10+00:00,39.93,Early June,Soybean
91.25953606,36.28858173,40.86464975,23.99698144,81.68944946,7.060115317,202.4849145,32.68937464,459.3925121,2021-05-09 22:22:10+00:00,39.93,Early June,Corn
91.44674323,30.8338465,40.29368168,23.54760484,80.04655066,6.979283803,201.4814154,33.55036319,478.4176115,2021-05-04 22:22:10+00:00,39.93,Early June,Soybean
91.89231409,33.31888095,36.39253877,24.43895267,80.0255784,7.168279466,199.9024997,32.18528685,475.0291949,2021-05-22 22:22:10+00:00,32.67,Early June,Soybean
78.09821414,37.21782887,33.92506882,21.65828484,80.92741553,5.940260288,230.8137323,35.951433,492.6100415,2021-05-28 17:26:51+00:00,39.93,Early June,Corn
81.48931029,39.40203366,34.56972143,23.67424329,80.74542083,5.993042123,217.9377802,34.35594424,478.7519846,2021-05-25 17:26:51+00:00,39.93,Early June,Corn
77.41946,35.26552511,36.62006229,23.96599742,80.49177982,6.014319925,224.1184195,34.40078367,495.7513021,2021-05-08 17:26:51+00:00,39.93,Early June,Soybean
75.77056313,37.77318244,32.20849974,22.35171987,81.03692719,5.94306309,228.5825117,34.37352231,489.4529564,2021-05-26 17:26:51+00:00,39.93,Early June,Soybean
77.49341721,39.6445378,37.26527141,21.22527236,81.0083053,5.947018951,222.5777942,35.25334163,486.2099551,2021-06-04 17:26:51+00:00,39.93,Early June,Soybean
88.0956955,34.38799699,40.83649856,23.70198665,82.08770232,5.752219591,285.0895875,36.3830304,468.8142023,2021-05-31 13:53:41+00:00,39.93,Early June,Corn
87.20804062,30.87223975,38.21066355,23.7343234,83.95380957,6.034586313,292.731841,35.52398614,479.7177198,2021-05-18 13:53:41+00:00,39.93,Early June,Soybean
84.88973148,31.28597532,41.00721723,23.64045821,82.19012086,5.963095406,290.4817393,36.03376631,489.1100003,2021-06-09 13:53:41+00:00,39.93,Early June,Corn
86.96098832,37.14458257,39.15778444,23.31383189,81.61351892,5.739052315,301.2413694,34.87990355,492.1036473,2021-06-09 13:53:41+00:00,32.67,Early June,Corn
89.44956414,36.73747449,38.44105934,25.25795516,83.95913971,5.878505166,290.1799677,35.13510316,468.6259959,2021-05-23 13:53:41+00:00,39.93,Early June,Soybean
90.10556743,46.58976447,37.2605115,19.32672564,82.02638666,6.51255936,187.2987686,33.45140649,454.4259082,2021-06-01 03:56:53+00:00,26.73,Early June,Soybean
89.2554758,47.71839352,34.97383767,21.65640058,81.62290855,6.435060421,186.2969441,35.16883667,460.1310036,2021-06-15 03:56:53+00:00,32.67,Late April,Soybean
88.06506122,44.35232926,37.69369823,22.26815824,82.25660519,6.544755857,189.7270967,34.14406857,474.4857158,2021-06-14 03:56:53+00:00,32.67,Early June,Corn
87.76226468,44.35771776,33.23784939,20.5106351,81.25737613,6.542236379,191.7547718,34.91899265,451.7362908,2021-06-13 03:56:53+00:00,32.67,Early June,Soybean
91.87416289,43.13877102,35.05226331,22.2716015,81.30705953,6.50028915,177.9653672,36.62763708,452.3955433,2021-06-08 03:56:53+00:00,32.67,Early June,Soybean
76.74789253,36.98587307,43.44285259,25.19958603,83.86424357,4.990669321,227.8961892,30.70511737,479.6554665,2021-06-20 14:46:26+00:00,39.93,Early June,Corn
74.54697879,39.72414617,43.66352281,25.11772851,81.49477162,4.887889839,230.81243,33.33738805,455.8135977,2021-06-05 14:46:26+00:00,39.93,Early June,Soybean
74.39477174,43.10395251,44.18184098,24.76435432,82.03470388,5.141505568,234.8139382,32.81116455,481.4151587,2021-06-10 14:46:26+00:00,39.93,Early June,Soybean
72.08460994,35.94171345,47.45370053,24.95554752,81.65847188,4.999953203,233.8065695,32.53245969,472.9146686,2021-06-05 14:46:26+00:00,39.93,Early June,Soybean
74.67270624,40.26013414,45.24383795,25.73780786,81.74623221,5.074869425,229.6912481,32.59653081,473.456021,2021-06-20 14:46:26+00:00,39.93,Early June,Corn
66.72012673,58.63888193,39.21182412,22.93278453,81.6366359,6.057834506,218.1271373,31.89760577,476.7399132,2021-06-13 23:04:51+00:00,32.67,Early June,Corn
66.87621965,58.65496981,42.69396104,21.90333285,82.6214064,5.956066359,212.3675941,32.38153657,484.9543204,2021-06-20 23:04:51+00:00,32.67,Early June,Soybean
66.45678913,59.23826601,40.28124676,22.80193929,81.11594782,5.997027577,218.3958946,33.319961,486.571021,2021-06-19 23:04:51+00:00,32.67,Early June,Corn
67.88895781,61.57635886,40.68958077,21.77148899,79.30950829,5.95111053,218.2636677,33.91114424,472.5761072,2021-06-08 23:04:51+00:00,32.67,Early June,Soybean
67.32353195,55.86684368,43.76737163,22.84681916,80.06068791,6.032385824,215.6380812,31.46274686,479.6838143,2021-07-02 23:04:51+00:00,32.67,Early June,Corn
83.09609847,44.61235853,44.84483024,18.60033443,81.60044174,6.232876656,231.5947407,34.28115239,470.3066919,2021-06-17 01:53:53+00:00,32.67,Early June,Corn
82.74296154,41.9895384,46.87743484,22.10196661,82.47314644,6.145768597,233.376321,33.82961468,462.6370283,2021-06-26 01:53:53+00:00,39.93,Early June,Soybean
83.302736,42.33923568,44.48198613,22.52982261,83.05186575,6.110545643,236.5684282,33.52312883,470.5115656,2021-06-23 01:53:53+00:00,39.93,Early June,Corn
84.51303214,40.67314167,43.20255617,21.56377125,82.50335853,6.340882194,224.9964245,34.93815899,457.305913,2021-06-13 01:53:53+00:00,39.93,Early June,Soybean
80.63326065,38.97192647,43.47992945,22.16301118,83.34606462,6.189056961,238.8961443,31.93277314,469.0016965,2021-06-28 01:53:53+00:00,39.93,Early June,Corn
99.57296343,47.27495098,38.56059845,23.98303577,81.94413948,7.300414772,226.0968594,29.59434288,474.9606665,2021-06-26 06:20:42+00:00,39.93,Early June,Corn
94.33614275,45.57643862,38.13350781,24.82084521,82.01027483,7.374160814,229.6128332,32.0909172,463.6919094,2021-07-05 06:20:42+00:00,39.93,Mid October,Corn
102.6813747,43.71446972,37.54557512,23.76006583,81.58205477,7.2463596,229.8611512,30.09700382,454.939095,2021-07-12 06:20:42+00:00,32.67,Early June,Corn
100.4677582,48.01565133,36.47622516,24.22900224,81.79975282,7.567117001,227.7091752,32.22160609,454.3027742,2021-07-03 06:20:42+00:00,32.67,Early June,Soybean
98.22865088,47.62584353,41.33478463,22.8129519,79.87648745,7.350044256,229.7924069,30.79074258,454.385773,2021-07-15 06:20:42+00:00,39.93,Early June,Corn
68.23271193,56.65354606,43.54115216,24.76525538,79.07648296,7.789879301,258.9787393,28.67072634,478.9088021,2021-07-12 03:56:33+00:00,32.67,Early June,Soybean
63.43845389,52.03578006,40.32859703,25.35657382,80.70164467,7.862503606,255.5792246,29.81009697,481.7393985,2021-07-22 03:56:33+00:00,32.67,Early June,Corn
64.81272652,49.67795084,39.58018287,25.03023642,80.3328351,7.727365849,255.2887936,28.93759523,473.5424141,2021-07-17 03:56:33+00:00,32.67,Early June,Soybean
64.02948873,52.14622213,44.67639438,25.41609468,79.44968092,7.92417138,248.8873538,30.25221096,492.5324075,2021-07-16 03:56:33+00:00,32.67,Early June,Corn
69.69824684,50.57604855,43.56438767,23.60084071,79.16488599,7.713617862,258.0395844,29.47449834,480.2958774,2021-07-19 03:56:33+00:00,32.67,Early June,Soybean
94.48186131,59.51095603,42.6645286,26.93562222,84.86412875,6.303314807,272.2506109,26.91013962,453.8471879,2021-07-29 18:29:59+00:00,39.93,Early June,Soybean
94.11029242,60.7002234,40.10529762,27.12139444,83.72002349,6.153607127,269.9550683,28.34048234,465.2464297,2021-07-16 18:29:59+00:00,39.93,Early June,Corn
96.13152248,62.16898399,45.1923418,24.94044594,83.51449355,6.323061518,266.5681945,30.10819141,483.1103721,2021-07-18 18:29:59+00:00,39.93,Early June,Corn
97.18981727,60.35183609,44.17191545,26.69766278,85.82087601,6.191386285,274.7494421,29.17087426,473.7516358,2021-07-19 18:29:59+00:00,39.93,Early June,Soybean
94.80935732,58.54259521,47.95580758,27.40529753,86.09812877,6.288691195,263.7212644,29.03589919,442.8129385,2021-07-28 18:29:59+00:00,39.93,Early June,Soybean
96.92794703,53.36737013,37.42642541,24.26811331,79.1803082,7.081035463,254.231221,31.57829497,474.0814282,2021-08-02 01:27:19+00:00,39.93,Early June,Soybean
102.7112202,49.15090341,39.60369796,25.38659281,81.90227528,7.063384327,262.5565505,30.06553795,475.5908007,2021-07-18 01:27:19+00:00,32.67,Early June,Soybean
98.51776274,51.9731032,44.03912658,25.40913025,83.12248723,6.864819615,259.9697915,29.36304721,464.2399967,2021-07-13 01:27:19+00:00,39.93,Early June,Soybean
96.95386133,50.91606946,40.3140549,24.37190332,79.87626006,7.023927751,268.0258673,31.40782332,465.7575262,2021-07-11 01:27:19+00:00,39.93,Early June,Corn
99.03848774,48.08352507,42.86397863,24.16237899,79.70946031,7.184954624,258.6548468,29.99957304,457.150948,2021-07-21 01:27:19+00:00,39.93,Early June,Corn
62.31010605,48.84412175,40.89223027,20.80887208,84.19404168,6.371913254,240.3966487,31.76506921,437.6637941,2021-08-11 14:48:28+00:00,32.67,Early June,Corn
59.59609875,49.87637333,45.11756972,21.98832691,83.28392284,6.205924461,240.6958589,30.75039839,444.7772808,2021-07-26 14:48:28+00:00,32.67,Mid October,Corn
59.20719264,52.96622318,43.88965333,21.23788135,85.29864154,6.312098555,235.9153314,29.35056175,458.5250135,2021-08-09 14:48:28+00:00,32.67,Early June,Corn
62.26538114,44.8309701,45.93113156,19.34826707,83.97951469,6.431899647,235.6686353,31.66685045,436.1643529,2021-08-07 14:48:28+00:00,26.73,Early June,Corn
57.45346566,44.95502862,42.15406613,22.66969686,83.6313677,6.165633303,237.0010862,30.01610705,438.1384829,2021-08-06 14:48:28+00:00,32.67,Early June,Corn
83.18868337,51.80857889,32.11419171,22.14412564,79.70674974,6.11380528,195.7259206,32.57547958,448.8549774,2021-07-28 14:59:00+00:00,32.67,Early June,Corn
84.32283726,50.42707634,35.11529888,21.66746393,79.474849,6.153992665,202.2903201,31.19787205,442.4430082,2021-08-03 14:59:00+00:00,39.93,Early June,Soybean
84.22499692,52.17083684,35.51352658,21.53010777,79.52505016,5.90305159,190.2710809,32.6370322,436.820542,2021-08-13 14:59:00+00:00,32.67,Early June,Corn
82.46571045,53.12645704,32.88661541,22.33912711,81.71775858,6.193352347,200.3764263,31.66092047,444.7292197,2021-08-10 14:59:00+00:00,39.93,Early June,Soybean
82.24516136,53.15994512,34.30127927,20.99071653,81.88189202,6.063044955,210.6039667,28.45466679,442.6940098,2021-08-07 14:59:00+00:00,39.93,Early June,Corn
74.84718675,55.88104914,35.35375929,21.56842716,84.77013179,6.00105351,278.8026386,31.67406553,443.4114183,2021-08-02 03:45:09+00:00,39.93,Early June,Corn
74.07844194,57.16724599,42.59581491,20.07715968,84.54191343,5.67656505,270.2753997,30.08397315,435.2195523,2021-08-24 03:45:09+00:00,39.93,Early June,Corn
72.56293576,56.10438375,38.95892634,20.7941133,84.6445106,5.769279377,277.8396406,29.45999726,448.3295169,2021-08-07 03:45:09+00:00,39.93,Early June,Soybean
72.34825792,57.06288673,43.0755277,20.17191045,87.65917775,5.793739994,269.2141122,29.79746716,434.8477135,2021-08-25 03:45:09+00:00,39.93,Early June,Corn
72.75872529,55.64564418,40.17801179,20.72038315,84.40207738,5.926020683,269.3423547,30.99684165,440.8188611,2021-08-16 03:45:09+00:00,39.93,Early June,Corn
88.13160029,31.35896604,35.54195869,22.60262508,82.35064287,6.33100011,200.1178175,31.04399591,444.976185,2021-08-15 16:13:53+00:00,39.93,Early June,Corn
93.0219079,34.94879812,42.04004177,22.75611976,80.17809443,6.399326717,202.9383476,30.60857196,419.6593209,2021-08-07 16:13:53+00:00,39.93,Early June,Corn
91.27626486,35.23508336,39.04404236,23.3407619,78.94716989,6.234378552,200.5852791,30.91339531,419.6087043,2021-08-18 16:13:53+00:00,39.93,Early June,Soybean
93.10372166,37.54776595,40.38180192,23.33801267,80.3577259,6.330786844,196.6232408,33.1782565,441.5135211,2021-08-25 16:13:53+00:00,32.67,Early June,Corn
95.25681232,35.4653863,41.67301612,20.41472565,78.81709905,6.398751007,190.9533905,30.59397361,423.5237241,2021-08-16 16:13:53+00:00,32.67,Early June,Corn
85.07682296,34.19171785,37.74396563,25.03355079,82.02724758,6.353568991,217.9657136,30.17262911,411.9835411,2021-08-21 12:46:05+00:00,39.93,Early June,Soybean
85.13574847,37.47801544,35.05367115,24.35225974,81.53363426,6.431369694,222.8712374,31.89460866,405.0978261,2021-09-10 12:46:05+00:00,39.93,Early June,Soybean
87.49120457,40.36455032,38.19516295,25.77359166,84.40454617,6.423913567,219.7230176,30.63883436,421.7827359,2021-09-11 12:46:05+00:00,39.93,Early June,Corn
85.23759661,35.71706628,39.9325941,25.45005034,82.84604871,6.412155039,222.1779192,30.79874772,422.1045572,2021-08-18 12:46:05+00:00,39.93,Early June,Soybean
85.05878109,36.70596827,42.25775124,23.32338926,82.87681476,6.42305816,227.2443429,30.93962331,412.7310895,2021-08-21 12:46:05+00:00,39.93,Early June,Corn
96.33817737,52.57346329,37.17489903,20.73469255,82.11780125,5.07330658,277.2251817,29.69765597,394.4765614,2021-09-06 23:23:34+00:00,39.93,Early June,Soybean
99.76483455,54.72857421,40.50569042,19.80981691,81.8808449,4.957138315,265.5824641,31.07868204,391.5773947,2021-08-24 23:23:34+00:00,32.67,Early June,Soybean
99.25582521,50.67924557,38.3900522,20.47015608,83.1979804,4.977567491,259.1226232,31.34052767,401.4651323,2021-08-21 23:23:34+00:00,39.93,Early June,Soybean
97.69438522,55.60260323,33.69626334,22.66580771,82.72011559,5.037471904,277.3756035,29.8913425,378.3052017,2021-09-02 23:23:34+00:00,39.93,Early June,Corn
98.51853908,54.26920379,38.59462303,21.29280368,81.65683726,4.987889875,277.7164957,30.48399942,410.3948933,2021-08-21 23:23:34+00:00,39.93,Early June,Soybean
89.12974069,55.0018137,45.08254672,25.42582819,82.79264237,6.191066469,238.180487,30.84942947,398.9905897,2021-09-06 00:40:55+00:00,39.93,Early June,Corn
85.81271835,55.64682141,42.14134012,26.94209591,81.80133517,6.086901481,227.9726169,29.82494955,417.5089642,2021-09-17 00:40:55+00:00,39.93,Early June,Soybean
87.85651191,57.7638714,43.37248753,23.81099625,83.48631685,6.186552347,242.168062,30.89641075,410.6529935,2021-09-06 00:40:55+00:00,39.93,Early June,Soybean
91.5049203,52.14747913,42.47912229,27.57745002,81.43585152,6.10597484,235.443747,29.92488189,378.6979826,2021-09-20 00:40:55+00:00,39.93,Early June,Soybean
85.44767144,53.56552656,44.99900228,25.01563912,84.33743944,6.027722461,235.5937518,30.50428053,401.6719002,2021-09-20 00:40:55+00:00,39.93,Early June,Soybean
94.80578461,56.90455452,42.21644078,26.1666596,81.60744223,6.19202712,197.5530132,30.80948338,384.3324283,2021-09-23 12:07:17+00:00,32.67,Early June,Soybean
92.99826453,52.35251095,42.92539628,27.24070554,83.010052,5.936512343,198.2868875,29.87986083,396.7819686,2021-09-23 12:07:17+00:00,32.67,Early June,Corn
95.26670692,55.20180827,43.37983948,25.99925201,81.82925399,5.951951453,189.520502,29.36436689,404.8405349,2021-09-10 12:07:17+00:00,32.67,Early June,Soybean
91.92323869,56.12911131,42.77613363,26.13027586,82.32701293,6.034079167,199.09667,30.33090662,405.5106726,2021-10-01 12:07:17+00:00,32.67,Early June,Soybean
91.11942271,55.34362606,44.05508365,27.73901436,80.32880688,6.003265046,190.8202512,30.5658626,384.9670919,2021-09-12 12:07:17+00:00,32.67,Early June,Corn
99.71576953,56.31914878,35.64242499,26.1795704,80.97938808,5.971828478,265.1686727,31.09322175,379.9678081,2021-10-02 21:44:00+00:00,39.93,Early June,Corn
100.2591904,56.54822043,34.42867221,24.58286652,81.18877302,5.860944022,271.1077517,31.183417,375.6911622,2021-09-23 21:44:00+00:00,32.67,Late April,Wheat
100.7837341,56.33419723,32.03030317,27.71156089,79.91829903,5.936493163,271.7120013,31.51880689,374.7367094,2021-10-03 21:44:00+00:00,32.67,Early June,Corn
96.99211647,56.03915884,32.82196757,27.64255447,81.96908255,5.926994044,274.5784284,30.89744673,367.2239039,2021-09-28 21:44:00+00:00,39.93,Early June,Corn
97.58265434,56.7510064,35.9806732,27.05276362,82.35413613,6.039977415,273.5714868,33.51242204,389.359979,2021-09-24 21:44:00+00:00,39.93,Early June,Corn
94.34269541,41.68515356,36.89386559,25.53389597,81.81590472,5.56310773,274.8598174,31.89447568,380.037566,2021-10-06 21:52:38+00:00,39.93,Early June,Corn
